codigo,componente,titulo original,titulo leigo,CIDS10 possíveis,CID10 mais frequente,definição,critérios de inclusão,critérios de exclusão,considerar,nota,
L89,7,Osteoartrose do quadril,Osteoartrose do quadril,M16,M16,"manifestação imagiológica característica; ou perturbações articulares com duração mínima de três meses, sem sintomas constitucionais, e três ou mais das seguintes manifestações: edema intermitente; crepitação; rigidez ou limitação dos movimentos; VS, testes reumatóides, e ácido úrico normais; idade superior a 40 anos","osteoartrite; secundária a displasia, traumatismo",,sintomas nas articulações L20; artrite NE L91,,
L90,7,Osteoartrose do joelho,Osteoartrose do joelho,M17,M17,"manifestação imagiológica característica; ou perturbações das articulações com duração mínima de três meses, sem sintomas constitucionais, e três ou mais das seguintes manifestações: edema intermitente; crepitação; rigidez ou limitação dos movimentos; VS, testes reumatóides e ácido úrico normais; idade superior a 40 anos","osteoartrite, secundária a traumatismo",,sintomas das articulações L20; artrite NE L91,,
L91,7,Outras osteoartroses,Outras osteoartroses,"M13, M15, M18, M19",M19,"sinais imagiológicos característicos; ou nódulos de Heberden; ou perturbações das articulações com duração mínima de três meses, sem sintomas constitucionais e três ou mais das seguintes manifestações: edema intermitente; crepitação; rigidez ou limitação dos movimentos; VS, testes reumatóides e ácido úrico normais",artrite NE; nódulos de Heberden; osteoartrite; artropatia traumática,do pescoço L83; da coluna L84; do quadril L89; do joelho L90; do ombro L92,sintomas das articulações L20; artrite NE L91,,
L92,7,Síndrome do ombro doloroso,Síndrome do ombro doloroso,"M19, M75",M75,"dor nos ombros, com limitação dos movimentos ou sensibilidade local, crepitação; ou sinais imagiológicos de calcificação periarticular",bursite do ombro; ombro congelado; osteoartrose; síndrome do manguito rotador; sinovite do ombro; tendinite abarticular do ombro,,,,
L93,7,Cotovelo de tenista,Cotovelo de tenista,M77.1,M77.1,,epicondilite lateral,outras tendinites L87,,,
L94,7,Osteocondrose,Osteocondrose,"M42, M91, M92, M93",M93,,doença de Legg-Calve-Perthes; doença de Osgood/Schlatter; osteocondrite dissecante; doença de Scheuermann; epífise femural deslocada,,,,
L95,7,Osteoporose,Osteoporose,"M80, M81, M82",M81,sinais imagiológicos característicos,fraturas patológicas devido a osteoporose,,,,
L96,7,Lesão interna aguda do joelho,Lesão interna aguda do joelho,"S83.2, S83.3, S83.5, S83.7",S83.7,"traumatismo inicial que ocorreu há menos de um mês, e identificação por cirurgia, artroscopia ou imagiologia de rotura do ligamento ou menisco; ou por bloqueio reversível, dor e edema do joelho",lesão aguda do menisco ou ligamentos cruzados,"lesão aguda dos ligamentos colaterais L78, deslocamento do joelho L80, lesão interna crônica do joelho L99",sintomas do joelho L15; torção do joelho L78,,
L97,7,Neoplasia benigna/incertas,Tumor benigno/incerto,"D16, D21, D48.0, D48.1",D48.1,,neoplasias benignas e não-especificadas do aparelho músculo-esquelético,neoplasias malignas L71,,,
L98,7,Malformação adquirida de um membro,Malformação adquirida de um membro,"M20, M21",M21,,"joanete, joelho valgo/varo; hálux valgo/varo; dedo em martelo: pés chatos","deformações e malformações congênitas A90,L82",,,
L99,7,Outra doença do aparelho músculo-esquelético,Outra doença do aparelho músculo-esquelético,"M02, M03, M07, M09, M11, M12, M14, M22.2, M22.3, M22.4, M22.8, M22.9, M23, M24, M25.0, M25.1, M25.2, M25.3, M25.7, M25.8, M25.9, M32, M33, M34, M35, M36, M43.2, M49, M54.1, M61, M62.0, M62.1, M62.2, M62.3, M62.4, M62.5, M62.8, M62.9, M63, M66, M67.0, M67.1, M67.2, M67.8, M67.9, M68, M72, M73, M79.4, M79.8, M84, M85, M87, M88, M89, M90, M94, M95, M99, T79.6, Z89, Z94.6, Z98.1",M99,,artrodese; perturbação interna crônica do joelho; contraturas; costocondrite; dermatomiosite; perturbações da rótula; má-união ou não-união da fratura; miosite; doença óssea de Paget; paniculite; fratura patológica NE; polimialgia reumática; artrite psoriática; doença de Reiter; esclerodermia; síndrome de Sjögren; ruptura espontânea do tendão; lupus eritematoso sistêmico,hiperuricemia A91; fratura patológica devido a osteoporose L95; paralisia pós-poliomielite N70; paralisia pós-AVC N81; gota T92; pseudogota e artropatia por cristais T99; osteomalacia T99,,,
N01,1,Cefaléia,Cefaléia,"G44.3, G44.8, R51",R51,,"dor de cabeça, dor de cabeça pós-traumática",dores na face N03; enxaqueca N89; cefaléias em cluster N90; cefaléia de tensão N95; nevralgia facial atípica N99; dores dos seios perinasais R09; dor pós-herpética S70,,,
N03,1,Dores da face,Dores da face,"G50.1, R51",G50.1,,,"dor de dentes D19, cefaléia N01, enxaqueca N89, nevralgia do trigêmeo N92, dores dos seios perinasais R09, dor pós-herpética S70",,,
N04,1,Síndrome das pernas inquietas,Síndrome das pernas inquietas,G25.8,G25.8,,,"claudicação intermitente K92, dor na perna L14",,,
N05,1,Formigamento/ parestesia nos dedos das mãos/pés,Formigamento/ parestesia nos dedos das mãos/pés,R20.2,R20.2,,"sensação de ardor, sensação de picada","dores, sensibilidade da pele S01",,,
N06,1,Outras alterações da sensibilidade,Outras alterações da sensibilidade,"R20.0, R20.1, R20.3, R20.8",R20.8,,"anestesia, dormência, parestesia","formigamento N05; dores, sensibilidade da pele S01",,,
N07,1,Convulsões/ataques,Convulsões/ataques,R56,R56.8,,"convulsões febris, ataques","desmaios A06, acidente isquêmico temporário K89",,,
N08,1,Movimentos involuntários anormais,Movimentos involuntários anormais,"G25.0, G25.1, G25.2, G25.3, G25.4, G25.5, G25.6, G25.8, G25.9, R25.0, R25.1, R25.3, R25.8, R29.0",R25,,"distonia, crispação (contratura), mioclonia, tremores, espasmos","coréia K71; cãibras L12,L14,L17,L18; pernas inquietas N04; convulsões N07; tique doloroso N92; tiques orgânicos N99; tique psicogênico P10",,,
N16,1,Alterações do olfato/gosto,Alterações do olfato/gosto,R43,R43.8,,anosmia,halitose D20,,,
N17,1,Vertigens/tonturas,Vertigens/tonturas,R42,R42,,"tonturas, sensação de desmaio, sensação de cabeça leve, perda de equilíbrio, estado de aparente embriaguez",síncope A06; perda temporária de consciência A06; enjôo devido ao movimento A88; síndromes vertiginosas específicas H82,,,
N18,1,Paralisia/fraqueza,Paralisia/fraqueza,"G98, G81, G82, G83",G83,,paresia,fraqueza geral A04,,,
N19,1,Perturbações da fala,Perturbações da fala,R47,R47.8,,"afasia, disfasia, disartria, fala enrolada","tartamudez, gagueira P10; atraso da fala P22; rouquidão R23",,,
N26,1,Medo de câncer do sistema neurológico,Medo de câncer do sistema neurológico,Z71.1,Z71.1,paciente que receia ter um câncer sem o ter ou até o diagnóstico ser confirmado,,"se o paciente tem a doença, codifique-a",,,
N27,1,Medo de outras doenças neurológicas,Medo de outras doenças neurológicas,Z71.1,Z71.1,receio de um paciente ter outra doença neurológica sem a ter ou até o diagnóstico ser confirmado,,"se o paciente tem a doença, codifique-a",,,
N28,1,Limitação funcional/incapacidade,Limitação funcional/incapacidade,Z73.6,Z73.6,limitação funcional/ incapacidade devido a problema neurológico,incapacidade devido a doenças e perturbações neurológicas,,,Os quadros COOP/WONCA permitem codificar o estado funcional do paciente (ver Capítulo 8).,
N29,1,"Sinais/sintomas do sistema neurológico, outros","Dor/sintomas do sistema neurológico, outros","M79.2, R26.0, R26.1, R26.2, R26.8, R27, R29.0, R29.1, R29.2, R29.8",R29.8,,marcha anormal; claudicação; ataxia; meningismo,,,,
N70,7,Poliomielite,Poliomielite,"A80, A85.0, B91",A80,,"efeitos tardios, síndrome pós-poliomielite, outras infecções enterovirais",,,,
N71,7,Meningite/encefalite,Meningite/encefalite,"A32.1, A39.0, A83, A84, A85.1, A85.2, A85.8, A86, A87, B00.3, B00.4, B37.5, B58.2, B94.1, G00, G01, G02, G03, G04, G05",G04,uma doença febril aguda com resultados anormais do líquido cerebroespinal.,,encefalomielite miálgica A04,"febre A03, meningismo N29",,
N72,7,Tétano,Tétano,"A33, A34, A35",A35,"rigidez, contrações hipertônicas ou espasmos tetânicos e história de ferimentos anteriores",,tetania N08,,,
N73,7,Outra infecção neurológica,Outra infecção neurológica,"A81, A88.8, A89, G06, G07, G08, G09",A89,,"abcesso cerebral, infecções por vírus lentos",poliomielite N70; meningite/encefalite N71; polinevrite aguda N94,,,
N74,7,Neoplasia maligna do sistema neurológico,Câncer do sistema neurológico,"C47, C70, C71, C72",C72,aspecto histológico característico,,,neoplasia não especificada N76,,
N75,7,Neoplasia benigna do sistema neurológico,Tumor do sistema neurológico,"D32, D33, D36.1",D33,,"neurinoma do acústico, meningioma",,,,
N76,7,Neoplasia do sistema neurológico de natureza incerta,Tumor do sistema neurológico de natureza incerta,"D42, D43, D48.2",D43,,neoplasia do sistema nervoso não especificada como benigna ou maligna ou quando a histologia não está disponível,neurofibromatose A90,,,
N79,7,Concussão,Trauma cranio encefálico,S06.0,S06.0,"traumatismo craniano com perda de consciência temporária, frequentemente acompanhada de amnésia, sem contusão cerebral grave",efeitos tardios,efeitos psicológicos P02,outras lesões cranianas N80,,
N80,7,Outras lesões cranianas,Outras lesões cranianas,"S02.0, S02.1, S02.9, S06.1, S06.2, S06.3, S06.4, S06.5, S06.6, S06.7, S06.8, S06.9, S07.0, S07.1, S07.8, S07.9, S08.0, S08.8, S08.9, S09.0, S09.7, S09.8, S09.9, S02.8",S06,"traumatismo craniano, com complicações de danos cerebrais",lesão cerebral com ou sem fratura craniana; contusão cerebral; hemorragia intracerebral traumática; hematoma extradural; hematoma subdural,concussão N79,,,
N81,7,Outra lesão do sistema neurológico,Outra lesão do sistema neurológico,"S04, S09.9, S14, S24, S34, S44, S54, S64, S74, S84, S94, T06.0, T06.1, T06.2, T09.3, T09.4, T11.3, T13.3, T14.4",T14.4,,"lesão de nervo, lesão da coluna vertebral",,,,
N85,7,Malformações congênitas,Malformações congênitas,"Q00, Q01, Q02, Q03, Q04, Q05, Q06, Q07",Q07,,"hidrocefalia, espinha bífida",,,,
N86,7,Esclerose múltipla,Esclerose múltipla,G35,G35,exacerbações e remissões de manifestação neurológica múltipla com déficits/perturbações distribuídas no tempo e espaço (qualquer combinação de sinais e sintomas neurológicos é possível),esclerose disseminada,,outros sintomas neurológicos N29,,
N87,7,Parkinsonismo,Parkinsonismo,"G20, G21, G22",G20,"pobreza e lentidão dos movimentos voluntários, tremores em repouso que melhoram com movimentos ativos, e rigidez muscular",induzido pela medicação; paralisia agitante; doença de Parkinson,,"movimentos involuntários anormais N08, perturbação da fala N19",,
N88,7,Epilepsia,Epilepsia,"G40, G41",G40,"episódios recorrentes de alteração súbita da consciência, com ou sem crises/movimentos tônicos ou clônicos e testemunho ocular da crise, ou alteração característica do eletroencefalograma (EEG)","todos os tipos de epilepsia, crises focais, crises generalizadas, grande mal, pequeno mal, estado epiléptico",,"convulsões N07, outros sintomas neurológicos N29",,
N89,7,Enxaqueca,Enxaqueca,"G43, G44.1",G43,"episódios recorrentes de cefaléias unilaterais, náusea ou vômitos, aura, outros sintomas neurológicos, história familiar de enxaqueca",dor de cabeça vascular,"cefaléias em cluster N90, cefaléia de tensão N95",cefaléia N01,,
N90,7,Cefaléia de cluster,Cefaléia de cluster,G44.0,G44.0,"crises de dores severas, freqüentemente lancinantes, unilaterais, periorbitárias e/ou temporais, repetindo-se até 8 vezes por dia, por vezes associadas a injeção conjuntival, lacrimejo, congestão nasal, rinorréia, suores, miose, ptose, ou edema da pálpebra. As crises surgem em salva que se prolongam por semanas ou meses, interrompidas por períodos de remissão de meses ou até anos.",,enxaqueca N89,,,
N91,7,Paralisia facial/paralisia de Bell,Paralisia facial/paralisia de Bell,"G51, G53",G51.0,paralisia unilateral aguda dos músculos de expressão facial sem perda sensorial,,,"paralisia, fraqueza N18",,
N92,7,Nevralgia do trigémio,Nevralgia do trigêmio,"G50.0, G50.8, G50.9",G50.0,"paroxismos unilaterais de dor ardente facial, agravada ao palpar pontos gatilho, assoar o nariz ou bocejar, sem paralisia sensorial ou motora",tique doloroso,nevralgia pós-herpética S70,nevralgia NE N99,,
N93,7,Síndrome do túnel do carpo/ Síndrome do canal cárpico,Síndrome do túnel do carpo/ Síndrome do canal cárpico,G56.0,G56.0,"perda ou enfraquecimento do tato, afetando o polegar, indicador e dedo do meio, podendo atingir o dedo anelar ou não. Disestesia e dores que se intensificam normalmente durante a noite e podem irradiar ao antebraço.",,,perturbações sensoriais N06,,
N94,7,Neurite/ Nevrite/neuropatia periférica,Neurite/neuropatia periférica/ Sindrome de Guillain Barré,"G54, G55, G56.1, G56.2, G56.3, G56.4, G56.8, G56.9, G57, G58, G59, G60, G61, G62, G63, G64, M79.2",G62,"alterações sensoriais, reflexivas e motoras, cingidas ao espaço dos nervos individuais, por vezes sem causa aparente, por vezes secundários a uma doença específica, por exemplo diabetes","polineuropatia infecciosa aguda, neuropatia diabética, síndrome de Guillain-Barré, lesão do nervo, neuropatia",pós-herpética S70,,,
N95,7,Cefaléia tensional,Cefaléia tensional,G44.2,G44.2,"dor de cabeça latejante, generalizada, associada ao estresse e tensão muscular com ou sem a sensibilidade aumentada dos músculos pericranianos",,enxaqueca N89; cefaléia de cluster N90,cefaléia N01,,
N99,7,Outras doenças do sistema neurológico,Outras doenças do sistema neurológico,"E51.2, G10, G11, G12, G13, G23, G24, G26, G31.0, G31.1, G31.8, G31.9, G32, G36, G37, G52, G70, G71, G72, G73, G80, G90, G91, G92, G93.0, G93.1, G93.2, G93.4, G93.5, G93.6, G93.7, G93.8, G93.9, G94, G95, G96, G98, G99, M79.2, Z98.2",G98,,"paralisia cerebral, doença do neurônio motor, miastenia gravis, nevralgia NE, membro-fantasma",apnéia do sono P06,,,
P01,1,Sensação de ansiedade/nervosismo/tensão,Sensação de ansiedade/nervosismo/tensão,R45.0,R45.0,"sentimentos relatados pelo paciente como uma experiência emocional ou psicológica não atribuída a uma perturbação mental. Verifica-se uma transição gradual de sentimentos indesejáveis, mas mais ou menos normais, para sentimentos tão perturbadores para o paciente que o levam a procurar ajuda de um profissional","ansiedade NE, sentir-se ameaçado",perturbação de ansiedade P74,,,
P02,1,Reação aguda ao estresse,Reação aguda ao estresse,"F43.0, F43.2, F43.8, F43.9",F43.0,"reação a um acontecimento que provoca estresse ou a uma mudança significativa de vida que exige uma adaptação considerável, quer como uma reação esperada ao acontecimento ou como uma reação de má adaptação que interfere com a vida quotidiana e resulta num mau funcionamento social, com recuperação dentro de um período de tempo limitado.","choque de adaptação, choque cultural, stress, pesar, saudade, estresse pós-traumático imediato, choque (psíquico)","depressão P03, perturbação depressiva P76, perturbação depressiva pós-traumática P82",,,
P03,1,Tristeza/ Sensação de depressão,Tristeza/ Sensação de depressão,"R45.2, R45.3",R45.2,"sentimentos relatados pelo paciente como uma experiência emocional ou psicológica não atribuída a uma perturbação mental. Verifica-se uma transição gradual de sentimentos indesejáveis, mas mais ou menos normais, para sentimentos que são tão perturbadores para o paciente que o levam a procurar ajuda de um profissional.","sentir-se pouco à vontade, só, infeliz, preocupado",perturbação depressiva P76,,,
